mpn,manufacturer,references,specification,quantity_per_board,fitted_per_board,dnp_references,purchase_quantity,optional_full_population_quantity,observed_stock,moq,lifecycle,source_url,china_order_url,checked_on,source_freshness,status,datasheet_url,source_access_method,spec_review_status,application_check
TL3342F160QG/TR,E-Switch,SW502 SW601,"Momentary NO SMT switch, 50mA at12VDC, 160gf, -20 to70C; tape/reel suffix /TR",2,2,,12,0,75264,1,Active / listed for sale,https://www.digikey.com/en/products/detail/e-switch/TL3342F160QG-TR/379004,https://www.digikey.cn/zh/products/detail/e-switch/TL3342F160QG-TR/379004,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://configured-product-images.s3.amazonaws.com/Datasheets/TL3342.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,Momentary STOP and DUT RESET buttons. STOP clears the run latch; DUT RESET leaves the rails enabled. Keep local operating temperature within the 70 C switch rating.
TLV3011AIDBVR,Texas Instruments,U501 U508 U509 U1002,"1.8-5.5V comparator, OPEN-DRAIN, 1.242V reference; DBV SOT23-6",4,4,,24,0,4957,1,Active / listed for sale,https://www.digikey.com/en/products/detail/texas-instruments/TLV3011AIDBVR/1678198,https://www.digikey.cn/zh/products/detail/texas-instruments/TLV3011AIDBVR/1678198,2026-09-17,3 days ago,PUBLIC_STOCK_SNAPSHOT,https://www.ti.com/lit/ds/symlink/tlv3011.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"U501 core OVP clears the power latch. U508 IO_VALID and U509 VIN12_VALID are independent telemetry only. Nominal thresholds are 1.319 V, 1.626 V, and 10.333 V. Evaluate tolerance, propagation delay, and temperature dependence."
TPS3808G33DBVR,Texas Instruments,U502,"0.9-6.5V supervisor, G33 threshold3.07V, open-drain reset, CT100k pullup sets300ms nominal (180-420ms); DBV6",1,1,,6,0,20208,1,Active / listed for sale,https://www.digikey.com/en/products/detail/texas-instruments/TPS3808G33DBVR/666727,https://www.digikey.cn/zh/products/detail/texas-instruments/TPS3808G33DBVR/666727,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://www.ti.com/lit/ds/symlink/tps3808.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"Independent3V3_CTRL supervisor clears RUN_LATCH on control brownout. CT pin4 connects through R1001=100k to3V3_CTRL for180ms minimum/300ms nominal/420ms maximum startup release delay, providing margin over TMP302 typical35ms startup; qualify hot-start corners."
SN74LVC1G74DCUR,Texas Instruments,U503,1.65-5.5V D flip-flop with asynchronous clear/preset; DCU VSSOP8 0.5mm pitch,1,1,,6,0,40331,1,Active / listed for sale,https://www.digikey.com/en/products/detail/texas-instruments/SN74LVC1G74DCUR/2195376,https://www.digikey.cn/zh/products/detail/texas-instruments/SN74LVC1G74DCUR/2195376,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://www.ti.com/lit/ds/symlink/sn74lvc1g74.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,DCU pin 5 Q drives RUN_LATCH; pin 3 Q-bar is unconnected. CLR pin 6 and PRE pin 7 are active low; D and PRE are tied high. An explicit ON command or a commanded operating-range change generates one U903 P03 RUN_SET rising edge after startup checks. STOP and hardware faults clear the latch asynchronously; fault recovery alone must not issue another set pulse.
SN74LVC2G17DBVT,Texas Instruments,U507,1.65-5.5V dual Schmitt buffer; DBV SOT23-6; T reel packaging,1,1,,6,0,22492,1,Active / listed for sale,https://www.digikey.com/en/products/detail/texas-instruments/SN74LVC2G17DBVT/1592283,https://www.digikey.cn/zh/products/detail/texas-instruments/SN74LVC2G17DBVT/1592283,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://www.ti.com/lit/ds/symlink/sn74lvc2g17.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,3.3 V Schmitt buffering: channel 1 conditions U903 P03 RUN_SET into RUN_SET_CLEAN; channel 2 conditions open-drain HW_FAULT_N into HW_CLEAR_N. R507 keeps RUN_SET low while U903 P03 is high impedance.
74LVC08AT14-13,Diodes Incorporated,U504,"1.65-5.5V quad 2-input AND; TSSOP-14 4.4x5mm body, 0.65mm pitch; Ioff; -40..125C",1,1,,6,0,,,Listed by manufacturer; inventory not checked,https://www.diodes.com/part/view/74LVC08A,,2026-09-19,Manufacturer datasheet checked 2026-09-19; distributor inventory not checked,MANUFACTURER_SPEC_VERIFIED_STOCK_NOT_CHECKED,https://www.diodes.com/datasheet/download/74LVC08A.pdf,manufacturer_web_page_and_datasheet,PINMAP_DRIVE_AND_IOFF_REVIEWED_WITH_TRANSIENT_AND_TEMPERATURE_HOLDS,"U504 gates only the two supply requests with RUN_LATCH. Pins 1/2/3 qualify CORE_REQ; 4/5/6 qualify IO_REQ. Unused inputs 9/10/12/13 are grounded, outputs 8/11 unconnected, pin 7 ground and 14 3V3_CTRL. Datasheet DS35261 Rev.4-2: at VCC=3V, VOH >=2.3V at -12mA through 85C (>=2.1V through 125C); at -24mA, >=2.2V/2.0V. R307=270 ohm can draw 13.5mA at 3.6V and -1% tolerance; the conservative 24mA level exceeds Q301's 1.8V gate-drive test point. Q301 full-temperature and transient performance still require board verification. At VCC=0, Ioff <=10uA through 85C or <=20uA through 125C with VI/VO up to 3.6V; existing output pull-downs remain required. Same pin numbers do not establish equivalent power-off behavior for another manufacturer."
280-5205-01,3M,J1,80-pin QFN 12x12mm 0.5mm pitch WITH thermal probe; 3M drawing 78-5100-2476-9 rev B; current/SI rating requires qualification,1,1,,6,0,21,1,Active / listed for sale,https://www.digikey.hk/zh/products/detail/3m/280-5205-01/3133927,https://www.digikey.cn/zh/products/detail/3m/280-5205-01/3133927,2026-09-17,today,QUOTE_REQUIRED_STOCK_VARIANCE,https://multimedia.3m.com/mws/media/785852O/3m-tm-textool-tm-open-top-sockets-for-qfn-applications-cd2476.pdf,search_index_snapshot,HOLD_CURRENT_AND_2GHZ_QUALIFICATION,"QFN80 socket for the specified pinout. Verify package fit, actuation clearance, support regions, and probe access against the manufacturer drawing."
132134,Amphenol RF,J5,"Amphenol SMA straight PCB through-hole JACK, 50Ohm, manufacturer maximum18GHz; not -10/-11/-15 variants",1,1,,6,0,23952,1,Active / listed for sale,https://www.digikey.com/en/products/detail/amphenol-rf/132134/1011907,https://www.digikey.cn/zh/products/detail/amphenol-rf/132134/1011907,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://www.amphenolrf.com/zh-cn/part/132134/662/,web_reader_page,NOMINAL_RATINGS_REVIEWED,"SMA clock input. Evaluate the connector transition, PCB trace, socket, and package as one signal path."
TCJD337M006R0012E,KYOCERA AVX,C701 C702 C703 C704 C705 C706 C707 C708 C761 C762 C763 C764 C765 C766 C767 C768,"330uF +/-20%, 6.3V polymer tantalum, ESR12mOhm MAX at100kHz; D case; Tmax105C; Irms4.3/3.0/1.9A at45/85/105C; stripe=positive",16,12,C704 C708 C764 C768,72,24,500,1,Active / listed for sale,https://www.mouser.com/en/ProductDetail/KYOCERA-AVX/TCJD337M006R0012E?qs=rkhjVJ6%2F3EIeaFnJOljhXA%3D%3D,https://www.mouser.cn/ProductDetail/KYOCERA-AVX/TCJD337M006R0012E?qs=rkhjVJ6%2F3EIeaFnJOljhXA%3D%3D,2026-09-17,3 weeks ago,PUBLIC_STOCK_SNAPSHOT,https://datasheets.kyocera-avx.com/TCJ.pdf,search_index_snapshot,NOMINAL_RATINGS_REVIEWED,Fit 12 of 16 polymer positions by default. C704/C708/C764/C768 are DNP. Match controller compensation to the fitted population. The stripe marks the positive terminal.
SRP7028A-100M,Bourns,L101,10uH +/-20%; DCR85mOhm max; Irms3.5A; Isat6A (20% drop); 7.3x6.6x3.0mm,1,1,,6,0,6604,1,Active / listed for sale,https://www.digikey.com/en/products/detail/bourns-inc/SRP7028A-100M/4876641,https://www.digikey.cn/zh/products/detail/bourns-inc/SRP7028A-100M/4876641,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://www.bourns.com/docs/Product-Datasheets/SRP7028A.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"AUX output inductor. Verify ripple, peak current, and temperature rise with the actual controller and accessory load."
XAL1030-561MEC,Coilcraft,L201,0.56uH +/-20%; DCR2.75mOhm max; Isat44A (30% drop); Irms23A/32A (20C/40C rise); 11.3x10x3.1mm,1,1,,6,0,180,1,Active / listed for sale,https://www.mouser.com/ProductDetail/Coilcraft/XAL1030-561MEC?qs=zCSbvcPd3pYdubMuVAT72A%3D%3D,https://www.mouser.cn/ProductDetail/Coilcraft/XAL1030-561MEC?qs=zCSbvcPd3pYdubMuVAT72A%3D%3D,2026-09-17,2 months ago,PUBLIC_STOCK_SNAPSHOT,https://www.coilcraft.com/getmedia/7b108457-7731-456d-9256-ca72f2e1a551/xal1030.pdf,search_index_snapshot,NOMINAL_RATINGS_REVIEWED,"0.56 uH core inductor. At 10 A, DC copper loss calculated from the 2.75 milliohm maximum DCR is 0.275 W. Measure total loss, temperature, and inductance under bias."
INA226AIDGSR,Texas Instruments,U302 U303,"2.7-5.5V supply, 0-36V common-mode, +/-81.92mV shunt ADC, DGS10; INA226 register map",2,2,,12,0,92158,1,Active / listed for sale,https://www.digikey.cn/zh/products/detail/texas-instruments/INA226AIDGSR/2687236,https://www.digikey.cn/zh/products/detail/texas-instruments/INA226AIDGSR/2687236,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://www.ti.com/lit/ds/symlink/ina226.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,Core and I/O telemetry. Configuration 0x4297 gives a nominal 2.656 ms averaged update period. Use an oscilloscope for individual kernel transients.
CL32A107MQVNNWE,Samsung Electro-Mechanics,C711 C712 C713 C714 C715 C716 C717 C718 C771 C772 C773 C774 C775 C776 C777 C778,100uF +/-20% 6.3V X5R 1210; max thickness2.8mm; bias/thermal effective capacitance needs qualification,16,12,C714 C718 C774 C778,72,24,9651,1,Active / listed for sale,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32A107MQVNNWE/3889024,https://www.digikey.cn/zh/products/detail/samsung-electro-mechanics/CL32A107MQVNNWE/3889024,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://product.samsungsem.com/mlcc/CL32A107MQVNNW.do,web_reader_page,NOMINAL_RATINGS_REVIEWED,Fit 12 of 16 large-MLCC positions by default. C714/C718/C774/C778 are DNP. Determine effective capacitance at the actual voltage and temperature.
SS14-E3/61T,Vishay,D401,1A 40V Schottky SMA; pad1=cathode VSYS; pad2=anode AUX5V,1,1,,6,0,98297,1,Active / listed for sale,https://www.digikey.in/en/products/detail/vishay-general-semiconductor-diodes-division/SS14-E3-61T/1091538,https://www.digikey.cn/zh/products/detail/vishay-general-semiconductor-diodes-division/SS14-E3-61T/1091538,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://www.vishay.com/docs/88746/ss12.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,AUX5V-to-Pico VSYS diode. Cathode pad 1 connects to VSYS. Check forward drop and temperature at the actual controller load.
MMBT3904-7-F,Diodes Incorporated,Q601,"NPN SOT23; pin1=B, pin2=E, pin3=C",1,1,,6,0,755229,1,Active / listed for sale,https://www.digikey.com/en/products/detail/diodes-incorporated/MMBT3904-7-F/814494,https://www.digikey.cn/zh/products/detail/diodes-incorporated/MMBT3904-7-F/814494,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://www.diodes.com/assets/Datasheets/MMBT3904.pdf,web_reader_page,NOMINAL_RATINGS_REVIEWED,"DUT reset pull-down transistor; B/E/C are pins 1/2/3. R603 biases its base from VIO so valid VIO defaults to released reset. SW601, U601 or Q602 sinks RESET_BASE to assert reset through R602. Nominal collector load is 0.18 mA; nominal net base current is about 44 uA at VIO=1.8 V and VBE=0.7 V. Verify reset levels and edges on the assembled board."
RC0603FR-0778K7L,YAGEO,R101,78.7k +/-1% 0.1W 0603 thick film; +/-100ppm/C,1,1,,10,0,73531,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0778K7L/727386,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0778K7L/727386,2026-09-17,4 weeks ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0778K7L,web_reader_page,NOMINAL_RATINGS_REVIEWED,Input UVLO upper divider resistor. Include its 1% tolerance in threshold evaluation.
RC0603FR-0710KL,YAGEO,R102 R104 R108 R207 R211 R302 R306 R403 R404 R506 R507 R513 R515 R516 R602 R1004 R1005 R1006 R1007 R1008 R1009,10k +/-1% 0.1W 0603 thick film; +/-100ppm/C,21,21,,126,0,1706112,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0710KL/726880,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0710KL/726880,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0710KL,web_reader_page,NOMINAL_RATINGS_REVIEWED,"Pull-ups, divider resistors, and logic bias. R306 biases IO_EN_INHIBIT from VIN12. R507 holds RUN_SET low while U903 P03 is high impedance. Check dissipation at maximum input voltage. R516 pulls the independent VIN12_VALID monitor output high; it is not on the fault bus."
RC0603FR-07110KL,YAGEO,R103,110k +/-1% 0.1W 0603 thick film; +/-100ppm/C,1,1,,10,0,203528,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-07110KL/726905,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-07110KL/726905,2026-09-17,2 days ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-07110KL,web_reader_page,NOMINAL_RATINGS_REVIEWED,Input OVLO upper divider resistor. Evaluate the resulting threshold with device and resistor tolerances.
RC0603FR-071K24L,YAGEO,R105 R503,1.24k +/-1% 0.1W 0603 thick film; +/-100ppm/C,2,2,,12,0,40979,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-071K24L/726856,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-071K24L/726856,2026-09-17,5 months ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-071K24L,web_reader_page,NOMINAL_RATINGS_REVIEWED,R105 sets eFuse current limit. R503 forms the core OVP divider with R504. Route OVP sense independently from the socket supply plane.
RC0603FR-0773K2L,YAGEO,R107 R514,73.2k +/-1% 0.1W 0603 thick film; +/-100ppm/C,2,2,,12,0,11442,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0773K2L/727374,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0773K2L/727374,2026-09-17,2 weeks ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0773K2L,web_reader_page,NOMINAL_RATINGS_REVIEWED,R107 sets AUX output voltage. R514 forms the post-eFuse input detector divider with R515; nominal threshold 10.333 V.
RC0603FR-0710RL,YAGEO,R202 R310 R311 R320 R321,10R +/-1% 0.1W 0603 thick film; +/-200ppm/C,5,5,,30,0,17164,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0710RL/726879,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0710RL/726879,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0710RL,web_reader_page,NOMINAL_RATINGS_REVIEWED,Core AVIN damping and core/I/O INA226 differential input filters. Place monitor filter components close to their ICs.
AC0603FR-0712K1L,YAGEO,R204 R208,"12.1kOhm +/-1%, 0.1W at70C, +/-100ppm/C, 0603; automotive AC series, same strap value",2,2,,12,0,97632,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/AC0603FR-0712K1L/5895768,https://www.digikey.cn/zh/products/detail/yageo/AC0603FR-0712K1L/5895768,2026-09-17,4 days ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/AC0603FR-0712K1L,search_index_snapshot,NOMINAL_RATINGS_REVIEWED,"R204/MSEL1 and R208/VSEL strap resistors. Preserve the specified resistance, tolerance, and package."
RC0603FR-0721K5L,YAGEO,R205 R603,21.5k +/-1% 0.1W 0603 thick film; +/-100ppm/C,2,2,,12,0,766092,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0721K5L/729997,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0721K5L/729997,2026-09-17,3 months ago,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0721K5L,web_reader_page,NOMINAL_RATINGS_REVIEWED,R205 sets the MSEL1 startup strap. R603 biases Q601 from VIO for default reset release and limits the explicit reset sink current. Verify DUT reset high/low levels and remote-reset timing.
RC0603FR-0719K6L,YAGEO,R206,19.6k +/-1% 0.1W 0603 thick film; +/-100ppm/C,1,1,,10,0,20375,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0719K6L/727003,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0719K6L/727003,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0719K6L,web_reader_page,NOMINAL_RATINGS_REVIEWED,MSEL2 upper strap resistor for the configured startup behavior. Preserve its 1% tolerance.
RC0603FR-074K64L,YAGEO,R209,4.64k +/-1% 0.1W 0603 thick film; +/-100ppm/C,1,1,,10,0,73230,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-074K64L/727211,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-074K64L/727211,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-074K64L,web_reader_page,NOMINAL_RATINGS_REVIEWED,R209 connects ADRSEL to ground with no upper resistor. The 4.64 kohm value selects 7-bit PMBus address 0x10 and automatic SYNC detection.
RC0603FR-07100KL,YAGEO,R210 R408 R411 R509 R510 R604 R903 R1001,100k +/-1% 0.1W 0603 thick film; +/-100ppm/C,8,8,,48,0,1291514,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-07100KL/726889,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-07100KL/726889,2026-09-17,today,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-07100KL,web_reader_page,NOMINAL_RATINGS_REVIEWED,Control pull-downs and NTC divider. Use the specified resistance and tolerance. R411 holds RESET_ASSERT low when U903 P02 is high impedance; place it beside Q602.
RC0603FR-072K2L,YAGEO,R401 R402 R901 R902,2.2k +/-1% 0.1W 0603 thick film; +/-100ppm/C,4,4,,24,0,498300,1,Active / listed for sale,https://www.digikey.in/en/products/detail/yageo/RC0603FR-072K2L/727016,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-072K2L/727016,2026-09-17,last week,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-072K2L,web_reader_page,NOMINAL_RATINGS_REVIEWED,3.3 V I2C pull-ups. Nominal low-state current is 1.5 mA per line. Measure rise time with the installed bus capacitance.
RC0603FR-0749R9L,YAGEO,R601,49.9R +/-1% 0.1W 0603 thick film; +/-100ppm/C,1,0,R601,0,6,471025,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RC0603FR-0749R9L/727264,https://www.digikey.cn/zh/products/detail/yageo/RC0603FR-0749R9L/727264,2026-09-17,yesterday,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RC0603FR-0749R9L,web_reader_page,NOMINAL_RATINGS_REVIEWED,"R601 clock termination; DNP by default. Confirm source configuration, receiver amplitude, and driver loading before fitting."
RT0603BRD076K19L,YAGEO,R511,6.19kOhm +/-0.1% 0.1W 0603 thin film; 25ppm/C,1,1,,10,0,10000,1,Active / listed for sale,https://www.digikey.com/en/products/detail/yageo/RT0603BRD076K19L/1072628,https://www.digikey.cn/zh/products/detail/yageo/RT0603BRD076K19L/1072628,2026-09-17,last month,PUBLIC_STOCK_SNAPSHOT,https://yageogroup.com/component-documentation/download/specsheet/RT0603BRD076K19L,web_reader_page,NOMINAL_RATINGS_REVIEWED,R511 forms the I/O-valid divider with R512; nominal threshold 1.626 V.
